,Unnamed:_0,Unnamed:_0,Unnamed:_0.1,MSHA_ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
230,296,296,296,1518829,2013,Cam Creek Mine,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Kentucky Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,14569,9,9695,9.586651262653996
231,1041,1041,1041,4405559,2013,Bluff Spur Mine,Virginia,Wise,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Mill Branch Coal Corp,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,15017,14,20969,9.61693817168028
232,915,915,915,3610009,2013,Kingston West,Pennsylvania (Bituminous),Westmoreland,Active,Underground,Independent Producer Operator,Mine only,C & D Coal Company Llc,"200 Chestnut Ridge Road, Latrobe, PA 15650", ,Appalachia Northern,15344,12,7129,9.63847979712322
233,290,290,290,1519671,2013,Laurel No. 1,Kentucky (East),Laurel,Permanently abandoned,Surface,Independent Producer Operator,Mine only,T&t Coal Inc.,"6283 Hwy 472, Manchester, KY 40962", ,Appalachia Central,15437,7,11267,9.644522504181841
234,699,699,699,3609201,2013,3130,Pennsylvania (Bituminous),Elk,Temporarily closed,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,15459,3,5760,9.645946636996333
235,1362,1362,1362,4609380,2013,Beacon Knob Mine,West Virginia (Northern),Tucker,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","116 Springer Lane, Somerset, PA 15501", ,Appalachia Northern,15537,10,7913,9.650979555092
236,847,847,847,3608684,2013,Hynoski Bros Shenandoah Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Hynoski Bros Exc. Inc,"421 Meyers St, Centralia, PA 17921", ,Appalachia Northern,16030,3,6435,9.6822172456036
237,1236,1236,1236,4609052,2013,Bam 7 - Skyway #2 Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summersville, WV 26651", ,Appalachia Central,16125,2,3445,9.688126141663973
238,1264,1264,1264,3609197,2013,3200,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,16201,3,4740,9.692828247710418
239,157,157,157,1519700,2013,Ky No. 9,Kentucky (East),Bell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","10405 Hwy 221, Stoney Fork, KY 40988", ,Appalachia Central,16256,9,10026,9.696217350378209
240,111,111,111,1202316,2013,Freelandville Underground,Indiana,Knox,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Triad Underground Mining, L.L.","14972 East S.R. 58, Edwardsport, IN 47528", ,Illinois Basin,16273,15,7359,9.697262571660614
241,591,591,591,3401728,2013,Liberty Mine,Oklahoma,Haskell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Farrell-Cooper Mining Company,"P.O. Box 11050, Fort Smith, AR 72917", ,Interior,16674,3,5461,9.721605898970559
242,741,741,741,3609190,2013,Auger #2,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,J C Drilling & Ditching,"P.O. Box 176, Marion Center, PA 15759", ,Appalachia Northern,16926,2,1670,9.736606180230051
243,911,911,911,3608517,2013,"Adc, Inc Pit 008",Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,Gary Gioia Coal Co.,"319 Karen Dr, Elizabeth, PA 15037", ,Appalachia Northern,16938,3,4289,9.737314897481545
244,1356,1356,1356,4609007,2013,Beacon Knob Highwall Miner,West Virginia (Northern),Taylor,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Keystone Coal Reserves, Llc","2005 Webster Rd, Summersville, WV 26651", ,Appalachia Northern,17189,4,1829,9.752024923328158
245,1402,1402,1402,4609363,2013,Rolling S Augering Mine No. 1,West Virginia (Southern),Wyoming,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Rolling S Augering, Llc","476 Ragland Road, Beckley, WV 25801", ,Appalachia Central,17300,8,7777,9.75846178048587
246,1449,1449,1449,1519685,2013,Fedscreek Refuse Pile,Refuse Recovery,Pike,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine only,P B Dirt Movers Inc.,"P.O. Box 10, Big Rock, VA 24603", ,Appalachia Central,17357,3,1020,9.761751162220882
247,284,284,284,1519486,2013,"Davex Energy, Llc #1",Kentucky (East),Knox,Active,Underground,Independent Producer Operator,Mine only,"Davex  Energy, Llc","P.O. Box 856, Jellico, TN 37762", ,Appalachia Central,18064,8,12761,9.801676286389442
248,917,917,917,4003376,2013,Premium Coal Highwall Miner,Tennessee,Anderson,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Premium Coal Company, Inc.","5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,18250,3,2227,9.811920359010637
249,440,440,440,1518436,2013,Mine No. 1,Kentucky (East),Pike,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Ranger Contracting,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,18373,10,8559,9.818637474619734
250,1439,1439,1439,3609406,2013,Coal Innovations # 1,Refuse Recovery,Somerset,"Active, men working, not producing",Refuse,Independent Producer Operator,Mine and Preparation Plant,"Ak Coal Resources, Inc.","1134 Stoystown Road, Friedens, PA 15541", ,Appalachia Northern,18449,4,8686,9.822765447457765
251,762,762,762,3608602,2013,Waroquier #2,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Waroquier Coal Company,"P.O. Box 128, Clearfield, PA 16830", ,Appalachia Northern,18463,5,8029,9.823524008395744
252,1445,1445,1445,1103254,2013,Fidelity Mine,Refuse Recovery,Perry,"Active, men working, not producing",Refuse,Operating Subsidiary,Mine and Preparation Plant,"Energy Recovery, Llc","P.O. Box 483, Benton, IL 62812", ,Illinois Basin,18532,4,8249,9.827254246536539
253,643,643,643,3609364,2013,Keck Strips,Pennsylvania (Bituminous),Clarion,Active,Surface,Independent Producer Operator,Mine only,Timothy A. Keck,"93 Carrier Street, Summerville, PA 15864", ,Appalachia Northern,18755,3,4439,9.839215662515988
254,1225,1225,1225,4607366,2013,No 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701", ,Appalachia Central,18867,9,14313,9.845169643211612
255,866,866,866,3609963,2013,Slope #2,Pennsylvania (Anthracite),Schuylkill,Active,Underground,Independent Producer Operator,Mine only,S & J Coal Mine,"15 Motter Drive, Pine Grove, PA 17963", ,Appalachia Northern,19185,11,21849,9.861884002681053
256,1005,1005,1005,4407167,2013,Lmm,Virginia,Dickenson,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Estep Coal Co Inc,"P.O. Box 1025, Grundy, VA 24614", ,Appalachia Central,19265,16,13474,9.866045257060257
257,1325,1325,1325,4608675,2013,Crooked Run Surface Mine,West Virginia (Southern),Nicholas,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Atlantic Leaseco, Llc","702 Professional Park Dr  Suit, Summersville, WV 26651", ,Appalachia Central,19299,2,5222,9.86780856007911
258,1146,1146,1146,4602737,2013,Nancy,West Virginia (Northern),Harrison,Active,Surface,Independent Producer Operator,Mine only,Ten-A-Coal Company,"Rte 4, Box 253, Clarksburg, WV 26301", ,Appalachia Northern,19346,4,6660,9.870240958742492
259,539,539,539,2901879,2013,Lee Ranch Coal Mine,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020", ,Western,19395,26,56640,9.872770579874068
260,593,593,593,4609330,2013,Nichol Auger Mine,Oklahoma,Haskell,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Nichol Auger Mining, Llc","145 North Miller Road, Dayton, PA 16222", ,Interior,19470,3,1545,9.876630098366245
261,285,285,285,1519552,2013,Hubbs Creek Surface Mine,Kentucky (East),Knox,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy. 25w, Williamsburg, KY 40769", ,Appalachia Central,19610,13,17639,9.883794919190391
262,881,881,881,3608497,2013,Somerset Co Surface,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,19610,4,6508,9.883794919190391
263,1308,1308,1308,4609424,2013,Mt-34 Underground Mine,West Virginia (Southern),Mingo,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,19953,17,2836,9.90113478695253
264,1175,1175,1175,4609400,2013,Opus Mine,West Virginia (Southern),Kanawha,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Hanover Resources, Llc","476 Ragland Road, Beckley, WV 25802", ,Appalachia Central,20268,16,27675,9.9167985665958
265,1430,1430,1430,1519402,2013,Wayland Refuse Pile,Refuse Recovery,Floyd,Active,Refuse,Independent Producer Operator,Mine only,Mjk Mining Inc.,"P.O. Box 3668, Pikeville, KY 41502", ,Appalachia Central,20853,5,5397,9.945253101768596
266,297,297,297,1519467,2013,Mine No. 3,Kentucky (East),Lawrence,Active,Surface,Independent Producer Operator,Mine only,Roadway Unlimited Llc,"28729 Amber Lea Lane, Catlettsburg, KY 41230", ,Appalachia Central,21026,10,15127,9.953515046135776
267,807,807,807,3601877,2013,K K Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,K K Coal Llc,"P.O. Box 8, Cumbola, PA 17930", ,Appalachia Northern,21229,4,7218,9.963123450432002
268,698,698,698,3609090,2013,Benezette Operation,Pennsylvania (Bituminous),Elk,Temporarily closed,Surface,Independent Producer Operator,Mine only,P & N Coal Company Inc,"P.O. Box 332, Punxsutawney, PA 15767", ,Appalachia Northern,21374,4,4546,9.969930509084842
269,885,885,885,3608672,2013,Marquise Strips,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Marquise Mining Corporation,"P.O. Box 338, Blairsville, PA 15717", ,Appalachia Northern,21505,4,7199,9.976040745217837
270,914,914,914,3609275,2013,Bertovich Surface Mine,Pennsylvania (Bituminous),Westmoreland,Active,Surface,Independent Producer Operator,Mine only,David L Patterson Jr,"12 Short Cut Road, Smithfield, PA 15478", ,Appalachia Northern,21548,3,3723,9.978038283800425
271,600,600,600,3609833,2013,Christner Project,Pennsylvania (Bituminous),Allegheny,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Rostosky Coal, Llc","2578 Country Lane, Monongahela, PA 15063", ,Appalachia Northern,21665,2,2128,9.98345333417401
272,127,127,127,1202431,2013,Landree Mine,Indiana,Sullivan,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,South Central Coal Indiana Llc,"15127 W. 700 N, Jasonville, IN 47438", ,Illinois Basin,21674,57,98032,9.98386866448294
273,128,128,128,1202226,2013,Collie Pond Co,Indiana,Vigo,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Collie Coal Co Inc,"10026 N Knightsville Clay, Brazil, IN 47834", ,Illinois Basin,21904,7,8803,9.99442454752823
274,1213,1213,1213,1518890,2013,Southeastern Auger No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Dr, Tazewell, VA 24651", ,Appalachia Central,22027,2,2185,10.000024252584158
275,639,639,639,3608593,2013,Kamc Strip,Pennsylvania (Anthracite),Carbon,Active,Surface,Independent Producer Operator,Mine only,Kamc,"P.O. Box 273, Danville, PA 17821", ,Appalachia Northern,22040,10,14813,10.00061426326685
276,133,133,133,1401626,2013,Garland Mine,Kansas,Bourbon,Active,Surface,Independent Producer Operator,Mine only,Phoenix Mining Company,"310 S. Scraper, Vinita, OK 74301", ,Interior,22150,7,14003,10.005592775473282
277,311,311,311,1519679,2013,Army Trail #1,Kentucky (East),Leslie,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Noble Construction,"P.O. Box 1433, London, KY 40743", ,Appalachia Central,22182,15,19991,10.007036428164687
278,718,718,718,3605019,2013,Twin Brook #3,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Twin Brook Coal Inc.,"P.O. Box 225, Clymer, PA 15728", ,Appalachia Northern,22429,4,5607,10.018110043372825
279,1233,1233,1233,4608955,2013,Mine No. 2,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Resurrection Coal Company, Inc","P.O. Box 269, Jolo, WV 24850", ,Appalachia Central,22544,10,19453,10.023224234138462
280,858,858,858,3609098,2013,Genie Stripping,Pennsylvania (Anthracite),Schuylkill,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Timber Coal Company, Llc","P.O. Box 188, Sacramento, PA 17968", ,Appalachia Northern,22558,5,11332,10.023845049199862
281,927,927,927,4003351,2013,Straight Creek Surface Mine #1,Tennessee,Claiborne,Active,Surface,Independent Producer Operator,Mine only,Tackett Creek Mining Inc,"111 Mill Creek Road, Pathfork, KY 40863", ,Appalachia Central,22779,18,15473,10.033594337881343
282,428,428,428,1517789,2013,No 3,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,22800,5,7190,10.034515814942532
283,1020,1020,1020,4407104,2013,Mine No. 3,Virginia,Russell,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Abby Contractors, Inc","P.O. Box 768, Grundy, VA 24614", ,Appalachia Central,22862,19,30509,10.037231422585723
284,615,615,615,3609628,2013,Schreckengost Mine,Pennsylvania (Bituminous),Armstrong,Active,Surface,Independent Producer Operator,Mine only,Bedrock Mines Lp,"111 Freeport Road, Pittsburgh, PA 15215", ,Appalachia Northern,23014,6,14765,10.043858005383404
285,972,972,972,4406759,2013,Mine No. 36,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,Dominion Coal Corporation,"P.O. Box 70, Vansant, VA 24656", ,Appalachia Central,23109,36,53267,10.047977431021076
286,77,77,77,1103241,2013,Jordan,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine only,"Elk Land Holdings, Llc","2206 Samuel Stuart Ct., Chesterfield, MO 63005", ,Illinois Basin,23557,4,7372,10.067178295192607
287,241,241,241,1519216,2013,Infinity #3,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Infinity Energy Incorporated,"302 South Jefferson Street, Roanoke, VA 24011", ,Appalachia Central,23586,19,29424,10.068408594649915
288,433,433,433,1518025,2013,S-15 Flag Knob,Kentucky (East),Pike,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","76 George Rd, Betsy Layne, KY 41605", ,Appalachia Central,23602,3,3954,10.069086733185694
289,888,888,888,3609198,2013,3166,Pennsylvania (Bituminous),Somerset,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249", ,Appalachia Northern,23610,3,5760,10.069425630079559
290,253,253,253,1519645,2013,Ky No.7,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,23967,16,17748,10.084433163150152
291,851,851,851,3608860,2013,Ellangowan Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Operating Subsidiary,Mine only,Reading Anthracite Company,"P.O. Box 1200, Pottsville, PA 17901",UNIT,Appalachia Northern,24139,11,19418,10.09158406877277
292,429,429,429,1517799,2013,S-4 Netley Branch,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,24345,24,10624,10.100081768616802
293,1373,1373,1373,4608704,2013,Copley Trace Surface Mine,West Virginia (Southern),Wayne,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511", ,Appalachia Central,24422,23,52334,10.103239644392968
294,831,831,831,3607806,2013,Tremont Stripping,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Michael Coal Company Inc.,"P.O. Box 8, Williamstown, PA 17098", ,Appalachia Northern,24428,5,9443,10.103485294343026
295,754,754,754,3609891,2013,Indiana County Strips,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,Forcey Coal Inc.,"475 Banion Road, Box 225, Madera, PA 16661", ,Appalachia Northern,24554,7,13594,10.108630052740786
296,442,442,442,1518626,2013,Mine No. 2,Kentucky (East),Pike,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Hubble Mining Company, Llc","P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,24715,8,18981,10.11516562574106
297,1224,1224,1224,4606843,2013,No 2 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701", ,Appalachia Central,24907,11,23085,10.122904167442703
298,153,153,153,1519539,2013,Kellioka 1,Kentucky (East),Bell,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprise, I","P.O. Box 349, Calvin, KY 40004", ,Appalachia Central,25009,27,21177,10.126991039065885
299,1318,1318,1318,4609408,2013,Laurita Surface Mine,West Virginia (Northern),Monongalia,Active,Surface,Independent Producer Operator,Mine only,Scjl Co-Leasing Corp. Inc.,"8 Hunter Zane Rd, Fairmont, WV 26554", ,Appalachia Northern,25022,3,3540,10.127510716877346
300,45,45,45,1519322,2013,Ghm #25,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"3699 Industrial Parkway, Jasper, AL 35501", ,Appalachia Southern,25054,2,3108,10.128788774404137
301,763,763,763,3609436,2013,Kocjancic,Pennsylvania (Bituminous),Jefferson,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,25105,13,20902,10.130822308468806
302,511,511,511,1800529,2013,Cobra No 1,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521", ,Appalachia Northern,25230,8,16901,10.135789041635103
303,250,250,250,1519567,2013,Liggett #8,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Liggett Mining Llc,"9329 W Highway 72, Harlan, KY 40831", ,Appalachia Central,25422,23,55678,10.143370219854614
304,781,781,781,3609501,2013,Spring Mountain Operation,Pennsylvania (Anthracite),Luzerne,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Latona Mining Llc,"620 South Main Street, Pittston, PA 18640", ,Appalachia Northern,25473,11,19049,10.145374346667474
305,1301,1301,1301,4609185,2013,Mt-13/500,West Virginia (Southern),Mingo,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,25573,4,8145,10.149292386393418
306,1258,1258,1258,4609426,2013,Garland Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Stollings Trucking Co., Inc.","P.O. Box 328, Mount Gay, WV 25637", ,Appalachia Central,25666,11,20932,10.152922437804406
307,973,973,973,4406836,2013,Mine No. 1,Virginia,Buchanan,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Sanw, Inc","224 Birch Street, Raven, VA 24639", ,Appalachia Central,25759,13,27095,10.156539359589003
308,848,848,848,3608716,2013,Silver Creek Mtn Mine Operatio,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Tuscarora Mines & Mi,"739 Broad Street, Tuscarora, PA 17982", ,Appalachia Northern,25790,2,1950,10.15774209887539
309,577,577,577,3303770,2013,Rice #2 (Strip),Ohio,Noble,Temporarily closed,Surface,Independent Producer Operator,Mine only,Oxford Mining Co Llc,"P.O. Box 427, Coshocton, OH 43812", ,Appalachia Northern,25821,12,14319,10.158943393317584
310,696,696,696,3608575,2013,Job 127,Pennsylvania (Bituminous),Elk,Active,Surface,Independent Producer Operator,Mine only,"Northern Son, Inc.","568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,25887,12,18533,10.161496191176417
311,377,377,377,1519683,2013,P.Ridge Mine-South Pit,Kentucky (West),Ohio,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,26300,5,2932,10.177324218165856
312,1416,1416,1416,4800995,2013,Grass Creek Mine,Wyoming,Hot Springs,Active,Surface,Independent Producer Operator,Mine only,Grass Creek Coal Company,"P.O. Box 876, Lovell, WY 82431", ,Western,26587,3,6413,10.188177653501853
313,685,685,685,3609651,2013,Clearfield County Strips,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Black Cat Coal, Llc","446 Cemetery Road, Curwensville, PA 16833", ,Appalachia Northern,27152,7,8401,10.209205987474007
314,375,375,375,1519555,2013,N.A.A.M. No. 21,Kentucky (West),Ohio,Temporarily closed,Surface,Independent Producer Operator,Mine only,"North American Auger Mining, I","P.O. Box 199, Conesville, OH 43811", ,Illinois Basin,27276,5,4250,10.213762473640543
315,995,995,995,4403443,2013,Trammel Fuels,Virginia,Dickenson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Harold Keene Surface Co., Llc","P.O. Box 191, Abingdon, VA 24212", ,Appalachia Central,27533,2,3568,10.223140564230144
316,1329,1329,1329,4609440,2013,Rock Camp Surface No. 1,West Virginia (Southern),Nicholas,Active,Surface,Independent Producer Operator,Mine only,Spring Creek Energy,"800 Main Street, Summersville, WV 26651", ,Appalachia Central,27716,11,13154,10.229765142747272
317,1436,1436,1436,3609843,2013,Atlas Anthracite Coal Corporat,Refuse Recovery,Northumberland,Active,Refuse,Independent Producer Operator,Mine and Preparation Plant,D. Molesevich & Sons Construct,"P.O. Box 121, Mount Carmel, PA 17851", ,Appalachia Northern,28055,8,13036,10.241922148185072
318,904,904,904,3609819,2013,K & A Strips,Pennsylvania (Bituminous),Venango,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,K & A Mining,"389 Irishtown Road, Grove City, PA 16127", ,Appalachia Northern,28307,4,5380,10.250864402868727
319,590,590,590,3401343,2013,Phoenix No 3,Oklahoma,Craig,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Phoenix Mining Company,"P.O. Box 475, Keota, OK 74941", ,Interior,28441,10,21486,10.25558704504304
320,1050,1050,1050,4406869,2013,Sigmon Strip #23,Virginia,Wise,Temporarily closed,Surface,Operating Subsidiary,Mine only,A & G Coal Corporation,"5957 Windswept Boulevard, Wise, VA 24293", ,Appalachia Central,28619,60,17582,10.261826111899026
321,328,328,328,1519577,2013,No 3,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Mjk Mining Inc,"282 Straight Fork Rd, Cornettsville, KY 41731", ,Appalachia Central,28625,7,8496,10.262035740856541
322,505,505,505,1519687,2013,Mulberry Mine #1,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W Cumberland Gap Parkway, Corbin, KY 40701", ,Appalachia Central,28646,14,23116,10.262769096339811
323,171,171,171,1518982,2013,Sturgeon Freeman Fork,Kentucky (East),Breathitt,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311", ,Appalachia Central,28759,5,9072,10.26670604071587
324,1,1,1,103404,2013,Reid School Mine,Alabama,Blount,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Taft Coal Sales & Associates,","3000 Riverchase Galleria Ste 1, Birmingham, AL 35244",UNIT,Appalachia Southern,28807,18,28447,10.268373692146376
325,493,493,493,1519599,2013,Wynn/Diamond Mine,Kentucky (West),Webster,Active,Surface,Independent Producer Operator,Mine only,Winn Energy Llc,"8390 Hwy 140 West, Calhoun, KY 42327", ,Illinois Basin,29031,4,6346,10.276119503549053
326,825,825,825,3607636,2013,Mid Port Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Joe Kuperavage Coal Co.,"916 Park Ave, Port Carbon, PA 17965", ,Appalachia Northern,29437,5,8002,10.29000766547652
327,960,960,960,4401486,2013,Meridian #2,Virginia,Buchanan,Active,Underground,Independent Producer Operator,Mine only,Calico Coal Inc,"48 College Drive, Bluefield, VA 24605", ,Appalachia Central,29486,15,27696,10.291670853409766
328,237,237,237,1518734,2013,Mine #1,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Powell Mountain Energy Llc,"Rt. 1 Box 140, St. Charles, VA 24282", ,Appalachia Central,29693,9,20852,10.298666606775793
329,142,142,142,1517792,2013,#2,Kentucky (East),Bell,Active,Surface,Independent Producer Operator,Mine only,Kincaid Enterprises Inc,"700 N 19th Street, Middlesboro, KY 40977", ,Appalachia Central,29791,8,19815,10.301961613455438
330,635,635,635,3609886,2013,Solomon Run  Mine,Pennsylvania (Bituminous),Cambria,Active,Surface,Independent Producer Operator,Mine only,Rjc Kohl Inc,"1927 Killen School Road, Nicktown, PA 15762", ,Appalachia Northern,29811,4,8118,10.302632731899473
331,238,238,238,1518889,2013,Harlan Strip #1,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Four Star Resources Llc,"P.O. Box 367, Mary Alice, KY 40964", ,Appalachia Central,29885,12,26596,10.305111961258355
332,876,876,876,3607341,2013,Acosta Mine,Pennsylvania (Bituminous),Somerset,Temporarily closed,Surface,Independent Producer Operator,Mine only,Falls Creek Energy Company Inc,"568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,29998,6,12617,10.308885991755306
333,742,742,742,3609225,2013,Falls Creek Auger Crew - 3,Pennsylvania (Bituminous),Indiana,Active,Surface,Independent Producer Operator,Mine only,"Falls Creek Energy Co., Inc.","568 Silvis Hollow Rd, Kittanning, PA 16201", ,Appalachia Northern,30125,2,4388,10.313110670792955
334,1102,1102,1102,4609010,2013,Covington Coal Company #1 Mine,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Covington Coal Company Llc,"P.O. Box Drawer C, Marmet, WV 25365", ,Appalachia Central,30531,16,25539,10.32649783986004
335,1309,1309,1309,4609468,2013,No. 3b Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rockhouse Creek Development  L,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,30534,66,30035,10.326596095816887
336,624,624,624,3609697,2013,Uschak,Pennsylvania (Bituminous),Butler,Active,Surface,Independent Producer Operator,Mine only,Grove City Materials,"161 Plain Grove Rd., Slippery Rock, PA 16057", ,Appalachia Northern,30679,26,56957,10.331333660425859
337,1112,1112,1112,4609379,2013,Long Flame No. 3,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Long Flame Coal Corp,"P.O. Box 3311, Charleston, WV 25333", ,Appalachia Central,30829,11,10619,10.336211084415119
