,Unnamed:_0,Unnamed:_0,Unnamed:_0.1,MSHA_ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
756,28,28,28,103303,2013,Shannon Mine,Alabama,Tuscaloosa,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Shannon, Llc","120 N Walston Bridge Rd Bldg 2, Jasper, AL 35504", ,Appalachia Southern,317491,155,164388,12.668204750456422
757,1375,1375,1375,4608994,2013,Deep Mine No 8,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,317563,63,156893,12.668431502828058
758,1297,1297,1297,4608930,2013,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Contractor,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,321883,42,98439,12.681943404460204
759,441,441,441,1518570,2013,Bevins Branch #1,Kentucky (East),Pike,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,323293,48,121971,12.68631431176245
760,897,897,897,3609939,2013,Brubaker Mine,Pennsylvania (Bituminous),Somerset,Active,Underground,Independent Producer Operator,Mine only,"Lct Energy, Lp","938 Mt. Airy Drive Ste 200, Johnstown, PA 15904", ,Appalachia Northern,323533,72,163471,12.68705639699407
761,10,10,10,103180,2013,Sloan Mountain Mine,Alabama,Jefferson,Active,Surface,Independent Producer Operator,Mine only,"M S & R Equipment Company, Inc","2600 Warrior Jasper Road, Warrior, AL 35180", ,Appalachia Southern,327780,84,196963,12.700097930617819
762,608,608,608,3608841,2013,Logansport Mine,Pennsylvania (Bituminous),Armstrong,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,329894,57,126264,12.706526669721788
763,448,448,448,1518911,2013,Mine #28,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502", ,Appalachia Central,330069,58,171750,12.707057002495297
764,627,627,627,3608836,2013,Twin Rocks Mine,Pennsylvania (Bituminous),Cambria,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,333561,38,91041,12.717581036157814
765,1351,1351,1351,4609096,2013,Pocahontas Highwall Mines,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Pocahontas Coal Company, Llc","109 Appalachian Drive, Beckley, WV 25801", ,Appalachia Central,335298,39,145436,12.722774967628895
766,1163,1163,1163,4608906,2013,S11 Keystone Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","1051 Main Street, Milton, WV 25541", ,Appalachia Central,335772,25,68161,12.724187637182974
767,298,298,298,1519509,2013,No 7,Kentucky (East),Lawrence,Active,Underground,Independent Producer Operator,Mine only,Coalburg Enterprises Inc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,336061,51,126651,12.725047970086614
768,245,245,245,1519426,2013,Ky No 6,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,337020,54,146852,12.727897554754533
769,305,305,305,1518376,2013,Beechfork Mine,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Bledsoe Coal Corp,"Route 2008 Box 351-A, Big Laurel, KY 40808", ,Appalachia Central,337205,91,207497,12.728446332995158
770,445,445,445,1518775,2013,Mine #15,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Longfork Rd, Kimper, KY 41539", ,Appalachia Central,337460,106,225376,12.72920226375233
771,1350,1350,1350,4609092,2013,Allen Powellton Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,337922,54,123691,12.73057037860307
772,81,81,81,1103226,2013,Hawkeye Mine,Illinois,Randolph,Active,Surface,Independent Producer Operator,Mine only,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272", ,Illinois Basin,340077,21,48306,12.736927341539987
773,1123,1123,1123,4608625,2013,Kingston No 1,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917", ,Appalachia Central,342139,127,291036,12.742972366221863
774,1313,1313,1313,4605589,2013,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Active,Underground,Operating Subsidiary,Mine only,Red Bone Mining Company,"27 Pinnacle Lane, Morgantown, WV 26508", ,Appalachia Northern,349247,47,99804,12.763534687246954
775,61,61,61,4801645,2013,Addcar System 18 Hwm Serial No,Colorado,Rio Blanco,Active,Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102", ,Uinta Region,350060,17,35687,12.765859847344826
776,275,275,275,1519416,2013,Bearville,Kentucky (East),Knott,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,350610,42,88763,12.767429773595312
777,1214,1214,1214,4602380,2013,Bishop Impoundment Area,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Chestnut Land Holdings, Llc","302 South Jefferson Street, Roanoke, VA 24011", ,Appalachia Central,351987,85,201295,12.771349522080056
778,843,843,843,3608590,2013,Continental Strip,Pennsylvania (Anthracite),Schuylkill,Active,Surface,Independent Producer Operator,Mine only,Keystone Anthracite Corporatio,"259 North Second Street, Girardville, PA 17935", ,Appalachia Northern,352914,38,103630,12.773979680171461
779,1298,1298,1298,4609018,2013,No. 8,West Virginia (Southern),Mingo,Active,Underground,Operating Subsidiary,Mine only,"Rockhouse Creek Development, L","P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,353877,118,230527,12.776704674111405
780,537,537,537,2400106,2013,Savage Mine,Montana,Richland,Active,Surface,Operating Subsidiary,Mine only,Westmoreland Savage Corporatio,"P.O. Box 30, Savage, MT 59262",International Union of Operation Engineers,Western,354184,14,26942,12.777571831091489
781,1030,1030,1030,4407288,2013,Hill Creek Highwall,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,"Omega Highwall Mining, Llc","P.O. Box 428, Richlands, VA 24641", ,Appalachia Central,355917,11,37877,12.782452836583982
782,604,604,604,3608603,2013,Tracy Lynne,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,359410,46,110140,12.792219077095874
783,1192,1192,1192,4608263,2013,Tower Mountain,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bandmill Coal Corp,"P.O. Box 1076, Holden, WV 25625", ,Appalachia Central,360530,48,107069,12.795330449997856
784,1110,1110,1110,4609293,2013,Hunter Peerless Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Elk Run Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,363390,52,121656,12.803231916678957
785,307,307,307,1519301,2013,Bear Branch,Kentucky (East),Leslie,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,363409,35,106860,12.803284200735497
786,1106,1106,1106,4609152,2013,Black Oak Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Eastern Associated Coal Llc,"54912 Pond Fork Road, Wharton, WV 25208",UNIT,Appalachia Central,363717,97,235023,12.804131371702898
787,907,907,907,3609597,2013,Washington County Strips,Pennsylvania (Bituminous),Washington,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Route 711, Stahlstown, PA 15687", ,Appalachia Northern,365588,20,39789,12.809262295266342
788,437,437,437,1518363,2013,Bevins Branch Surface Mine,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,366025,72,175436,12.810456916061684
789,1103,1103,1103,4609042,2013,Fork Creek Mine No 3,West Virginia (Southern),Boone,Active,Underground,Independent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003", ,Appalachia Central,368759,53,134132,12.817898593117986
790,1374,1374,1374,4608772,2013,Deep Mine No 7,West Virginia (Southern),Wayne,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231", ,Appalachia Central,369940,56,137836,12.82109610930854
791,679,679,679,3609477,2013,Harmony Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,369975,47,108817,12.821190714770049
792,1126,1126,1126,4609105,2013,Surface No 5,West Virginia (Southern),Fayette,Active,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560", ,Appalachia Central,370922,78,172977,12.8237470768979
793,439,439,439,1518381,2013,Taylor Fork Energy,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564", ,Appalachia Central,370986,63,142066,12.8239196050285
794,1159,1159,1159,4608596,2013,Fourmile Fork,West Virginia (Southern),Kanawha,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Pritchard Mining Co Inc.,"P.O. Box 3311, Charleston, WV 25333", ,Appalachia Central,372530,52,129187,12.82807285047158
795,1058,1058,1058,4407087,2013,North Fork #6,Virginia,Wise,Active,Underground,Operating Subsidiary,Mine only,Mill Branch Coal Cor,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,372676,95,223138,12.828464688438178
796,327,327,327,1519533,2013,Trace Fork 1,Kentucky (East),Letcher,Active,Underground,Independent Producer Operator,Mine only,Cumberland River Coal Company,"P.O. Box 109, Applachia, VA 24216", ,Appalachia Central,375524,82,207320,12.836077662924158
797,34,34,34,102996,2013,Jap Creek Mine,Alabama,Walker,Active,Surface,Operating Subsidiary,Mine only,Reed Minerals Inc,"3699 Industrial Pkwy, Jasper, AL 35501", ,Appalachia Southern,375715,61,164093,12.83658615623751
798,1386,1386,1386,4601544,2013,Road Fork #51 Mine,West Virginia (Southern),Wyoming,Active,Underground,Operating Subsidiary,Mine only,Spartan Mining Company,"208 Business Street, Beckley, WV 25801", ,Appalachia Central,376452,131,280289,12.838545828054698
799,1222,1222,1222,4606578,2013,Red Fox Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Justice Energy Company Inc,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,Appalachia Central,376629,66,143667,12.83901589702008
800,1121,1121,1121,4607058,2013,Huffman Surface Mine No 1 & Sy,West Virginia (Southern),Fayette,Active,Surface,Independent Producer Operator,Mine only,"Maple Coal Co., Llc","702 Professional Park Drive, S, Summersville, WV 26651", ,Appalachia Central,376636,42,103508,12.839034482776754
801,1447,1447,1447,4407233,2013,Gobco #8,Refuse Recovery,Russell,Active,Refuse,Independent Producer Operator,Mine only,Mountain Fuels Inc,"P.O. Box 749, Abingdon, VA 24210", ,Appalachia Central,377607,16,43684,12.841609251217246
802,436,436,436,1518280,2013,S-1 Hunts Branch,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,378157,36,102724,12.843064732285661
803,1067,1067,1067,4407224,2013,Pine Branch 1,Virginia,Wise,Active,Underground,Independent Producer Operator,Mine only,Cumberland River Coal Co Inc,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,Appalachia Central,379177,82,202136,12.845758393515036
804,1009,1009,1009,4407231,2013,Deep Mine 37,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,379420,86,173903,12.846399049906536
805,737,737,737,3609005,2013,Ondo Extension Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,385065,56,128793,12.861167430188374
806,378,378,378,1503627,2013,#20 Strip Job,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,385126,38,98104,12.861325832455156
807,399,399,399,1518781,2013,Chavies Job #7,Kentucky (East),Perry,Active,Surface,Independent Producer Operator,Mine only,"B & W Resources, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,385229,49,117533,12.861593241638232
808,1096,1096,1096,4608384,2013,Seng Creek Powellton,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company Inc,"P.O. Box 497, Sylvester, WV 25193", ,Appalachia Central,389471,96,212670,12.872544687092317
809,748,748,748,3609407,2013,Heilwood,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"6314, Rt 403, Highway South, Heilwood, PA 15745", ,Appalachia Northern,395149,69,153678,12.887018187945369
810,680,680,680,3609603,2013,Res Shawville,Pennsylvania (Bituminous),Clearfield,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Res Coal Llc,"224 Grange Hall Road, Armagh, PA 15920", ,Appalachia Northern,397551,42,104170,12.893078506733334
811,1085,1085,1085,4605315,2013,Caymus Mine,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Hanover Resources, Llc","476 Ragland Road, Beckley, WV 25801", ,Appalachia Central,398400,69,160323,12.89521180469258
812,614,614,614,3609468,2013,Long Run,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,398656,35,85532,12.895854168613818
813,459,459,459,1519167,2013,S-10,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,399069,29,83656,12.896889613251755
814,447,447,447,1518823,2013,Job #42,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,400510,40,105378,12.90049401396785
815,1384,1384,1384,4609133,2013,Cove Mountain Deep Mine,West Virginia (Northern),Webster,Active,Underground,Operating Subsidiary,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601", ,Appalachia Northern,401471,51,110555,12.902890580619582
816,1098,1098,1098,4608637,2013,Campbells Creek No. 10 Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,"Gateway Eagle Coal Company, Ll","P.O. Box 29, Wharton, WV 25208",UNIT,Appalachia Central,405790,94,209572,12.913591063389092
817,43,43,43,103410,2013,Coal Valley Mine,Alabama,Walker,Active,Surface,Operating Subsidiary,Mine only,"Xinergy Of Alabama, Inc.","2600 Warrior Jasper Rd, Warrior, AL 35180", ,Appalachia Southern,407841,59,158591,12.918632671548874
818,1029,1029,1029,4407172,2013,Virginia Point No. 1 Surface M,Virginia,Tazewell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604", ,Appalachia Central,410946,114,245396,12.926217097985049
819,407,407,407,1519638,2013,Ben's Branch Mine,Kentucky (East),Perry,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702", ,Appalachia Central,413575,22,63834,12.932594155475217
820,532,532,532,2302262,2013,Hume #1,Missouri,Bates,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210", ,Interior,413703,24,62982,12.932903604054827
821,112,112,112,1202339,2013,Freelandville East,Indiana,Knox,Active,Surface,Operating Subsidiary,Mine only,Triad Mining Inc,"14521 E State Road 58, Edwardsport, IN 47528", ,Illinois Basin,414810,25,53907,12.935575863050774
822,1172,1172,1172,4609285,2013,Briar Mountain Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Ed Coal Inc,"P.O. Box 726, Ceredo, WV 25507", ,Appalachia Central,415210,37,85975,12.936539695322203
823,302,302,302,1512753,2013,Calvary No 81,Kentucky (East),Leslie,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Co,"P.O. Box 47, Slemp, KY 41763", ,Appalachia Central,415418,119,242147,12.937040521213811
824,1116,1116,1116,4604236,2013,Maple Eagle No. 1 Mine,West Virginia (Southern),Fayette,Active,Underground,Independent Producer Operator,Mine only,"Maple Coal Co., Llc","702 Professional Park Drive, S, Summersville, WV 26651", ,Appalachia Central,418368,103,212817,12.944116706972402
825,582,582,582,3304181,2013,Stark Strip,Ohio,Stark,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Co Llc,"P.O. Box 427, Coshocton, OH 43812", ,Appalachia Northern,419217,46,107435,12.946143964601816
826,1349,1349,1349,4609091,2013,Horse Creek Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,424861,106,233970,12.959517335587623
827,232,232,232,1518247,2013,Big Branch,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardtown, KY 40004", ,Appalachia Central,425270,38,112891,12.96047954031032
828,1326,1326,1326,4608787,2013,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651", ,Appalachia Central,430719,113,258869,12.973211184301842
829,1027,1027,1027,4406804,2013,Tiller No 1,Virginia,Tazewell,Active,Underground,Operating Subsidiary,Mine only,Knox Creek Coal Corporation,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,431591,109,255590,12.975233659507362
830,1147,1147,1147,4609060,2013,#4 Mine,West Virginia (Northern),Harrison,Active,Underground,Operating Subsidiary,Mine only,"Ten-Mile Coal Co., Inc.","P.O. Box 549, Dellslow, WV 26531", ,Appalachia Northern,433570,89,190924,12.979808538522079
831,392,392,392,1517497,2013,#68,Kentucky (East),Perry,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,434391,98,215139,12.981700329155194
832,394,394,394,1518565,2013,E4-1,Kentucky (East),Perry,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 South Ky Hwy 15, Hazard, KY 41701", ,Appalachia Central,435827,106,244572,12.985000654598764
833,54,54,54,504674,2013,Elk Creek Mine,Colorado,Gunnison,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434", ,Uinta Region,436381,262,411836,12.986270993954749
834,225,225,225,1517234,2013,Huff Creek No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282", ,Appalachia Central,440681,122,299166,12.996076536671723
835,595,595,595,3402080,2013,P8 North,Oklahoma,Le Flore,Active,Underground,Independent Producer Operator,Mine only,"South Central Coal Company, In","P.O. Box 6, Spiro, OK 74959", ,Interior,441894,73,199065,12.998825313294134
836,609,609,609,3608862,2013,Clementine Mine,Pennsylvania (Bituminous),Armstrong,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,443883,42,105790,13.003316293175061
837,435,435,435,1518040,2013,No. 6,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,445611,58,165245,13.007201653107398
838,444,444,444,1518721,2013,Mine #23,Kentucky (East),Pike,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Long Fork Road, Kimper, KY 41539", ,Appalachia Central,448883,87,175614,13.01451755370318
839,729,729,729,3608525,2013,Tom's Run Mine,Pennsylvania (Bituminous),Indiana,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,457231,55,123236,13.0329440126287
840,576,576,576,3301925,2013,Orange Strip,Ohio,Noble,Active,Surface,Independent Producer Operator,Mine only,B & N Coal Inc,"P.O. Box 100, Dexter City, OH 45727", ,Appalachia Northern,459330,48,126303,13.03752418496725
841,1162,1162,1162,4608869,2013,Quincy Manufactured Home Park,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Development Services Inc,"400 Patterson Lane Suite 200, Charleston, WV 25311", ,Appalachia Central,459443,37,92013,13.037770165205176
842,1100,1100,1100,4608870,2013,Synergy Surface Mine No 1,West Virginia (Southern),Boone,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Eagle Mining Llc,"11950 Maccorkle Avenue, Marmet, WV 25365", ,Appalachia Central,459585,77,144659,13.03807918734842
843,1122,1122,1122,4607491,2013,S-7 Surface Mine,West Virginia (Southern),Fayette,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","1051 Main Street, Suite 100, Milton, WV 25541", ,Appalachia Central,465596,35,110956,13.05107358429717
844,1211,1211,1211,4609299,2013,Cedar Grove #1 Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Aracoma Coal Company,"P.O. Box 1120, Holden, WV 25625", ,Appalachia Central,465789,75,155189,13.051488020868002
845,677,677,677,3609355,2013,Penfield Mine,Pennsylvania (Bituminous),Clearfield,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201", ,Appalachia Northern,468434,48,114300,13.057150495603375
846,132,132,132,1202445,2013,Addcar System 40 Hwm Ser # Lv2,Indiana,Warrick,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Ugm Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 40112", ,Illinois Basin,469811,18,38685,13.060085765151657
847,1335,1335,1335,4608315,2013,Brushy Eagle,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,479285,148,337244,13.08005068901853
848,764,764,764,3609654,2013,Amerikohl Strips,Pennsylvania (Bituminous),Jefferson,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"202 Sunset Drive, Butler, PA 16001", ,Appalachia Northern,479918,41,84091,13.081370534957065
849,216,216,216,1502263,2013,Darby Fork No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282", ,Appalachia Central,483465,107,268889,13.08873420242385
850,508,508,508,1800133,2013,Cabin Run,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Mt. Lake Park, MD 21550", ,Appalachia Northern,483904,65,133678,13.089641818917942
851,76,76,76,1103205,2013,Prairie Eagle South Undergroun,Illinois,Perry,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Knight Hawk Coal Llc,"500 Cutler-Trico Road, Percy, IL 62272", ,Illinois Basin,491476,45,65811,13.105168387265227
852,1304,1304,1304,4609277,2013,Alma No 1 Deep Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Consol Of Kentucky Inc.,"P.O. Box 76, Naugatuck, WV 25685", ,Appalachia Central,493534,59,150311,13.109347031125841
853,314,314,314,1517965,2013,S-6 Little Creek,Kentucky (East),Letcher,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,505321,36,108174,13.132949149886052
854,984,984,984,4407199,2013,Laurel Branch Surface,Virginia,Buchanan,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining Inc,"23956 Hwy 194 E, Fedscreek, KY 41524", ,Appalachia Central,514179,73,180130,13.150326732839922
855,630,630,630,3609127,2013,Madison Mine,Pennsylvania (Bituminous),Cambria,Active,Underground,Operating Subsidiary,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650", ,Appalachia Northern,520144,99,218055,13.161860975298415
856,344,344,344,1519459,2013,Right Oakley Surface,Kentucky (East),Magoffin,Active,Surface,Independent Producer Operator,Mine only,"Licking River Mining, Llc","P.O. Box 637, West Liberty, KY 41472", ,Appalachia Central,521834,55,143666,13.165104808626781
857,1124,1124,1124,4608932,2013,Kingston No. 2,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917", ,Appalachia Central,528429,166,378730,13.177663732788957
858,1111,1111,1111,4609325,2013,Fork Creek No 10 Mine,West Virginia (Southern),Boone,Active,Underground,Independent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25547", ,Appalachia Central,537100,89,238338,13.19393957589355
859,32,32,32,100347,2013,Choctaw Mine,Alabama,Walker,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Taft Coal Sales & Associates I,"3000 Riverchase Galleria Ste 1, Birmingham, AL 35244",UNIT,Appalachia Southern,537429,82,215295,13.194551937235648
860,72,72,72,1103045,2013,Red Hawk,Illinois,Perry,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Knight Hawk Coal, Llc","500 Cutler-Trico Road, Percy, IL 62272", ,Illinois Basin,539118,38,86679,13.197689749863997
861,1178,1178,1178,4608763,2013,Fork Creek No 1,West Virginia (Southern),Lincoln,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003", ,Appalachia Central,543882,135,360313,13.206487590544615
862,1002,1002,1002,4407129,2013,Deep Mine #25,Virginia,Dickenson,Active,Underground,Operating Subsidiary,Mine only,Paramont Coal Company Virginia,"5703 Crutchfield Drive, Norton, VA 24273", ,Appalachia Central,545372,160,323505,13.209223409608581
863,1348,1348,1348,4609048,2013,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Mine only,"Marfork Coal Company, Inc.","P.O. Box 457, Whitesville, WV 25209", ,Appalachia Central,549510,119,282931,13.216782251022373
864,224,224,224,1514728,2013,Foresters Creek Strip,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Fox Knob Coal Company Inc,"P.O. Box 267, Coldiron, KY 40819", ,Appalachia Central,554488,85,210805,13.225800444420262
